source_title,mapped_title,match_score,match_kind,buyer_segment_rollup,buyer_segment
SAP Sr. Project Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
SCM Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Research and development,Research Analyst,85.5,fuzzy,Practitioner,Data End User
Resident Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Robotics and 3D Design Facilitator,Lead Design Engineer,85.5,fuzzy,Practitioner,Product End User
Research Assistant,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Research Intern,Senior Research Analyst,85.5,fuzzy,Practitioner,Data End User
Data analysis,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data analysst,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data analyst,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Data analytics,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data and AI Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data architect,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
DevOps Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
DevOps Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
DevOps Engineer I,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
DevOps Engineer II,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
DevOps Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
DevOps Release Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
DevOps Specialist,Data Engineering Specialist,85.5,fuzzy,Practitioner,Data End User
DevOps Support Engineer,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Desktop Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Desktop Support Associate Technician At TTEC,Customer Support Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Desktop Support Engineer,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Dev Junior,Junior Data Scientist,85.5,fuzzy,Practitioner,Data End User
DevOps Consultant,Senior Business Intelligence Consultant,85.5,fuzzy,Practitioner,Data End User
Design & Engineering Manager | Design & Construction,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Design Entrepreneurship Startup Ideas,Product Design Engineer,85.5,fuzzy,Practitioner,Product End User
Design Verification Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Design and Development Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Research Scientist (FR&D),Research Analyst,85.5,fuzzy,Practitioner,Data End User
Research Scientist Nitrosamine,Research Analyst,85.5,fuzzy,Practitioner,Data End User
Regulatory Affairs and QA,Lead QA Engineer,85.5,fuzzy,Practitioner,Operations End User
Renewable Engineer & Data Analyst,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Research & Development Mechanical Developer,Research Analyst,85.5,fuzzy,Practitioner,Data End User
Research And Development Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
SR. Solution Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
SDET Architect / Devops Specialist,Senior Data Architect,85.5,fuzzy,Practitioner,Data End User
SDET/Performance Engineer,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Technology Evangelist & Digital Transformation Leader With 20 Years,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Sales Support Executive,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Sales Support Specialist,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Salesforce DevOps Engineer,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Sap Advanced Business Application Programming Developer,IT Application Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sap Sales Distribution Consultant,IT Consultant,85.5,fuzzy,Practitioner,Information End User
Sale Support,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Sales & Service Co Ordinator,IT Service Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sales - Head Bids and Proposals,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
senior Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sales Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Sales Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"SVP, Head of Operations & CISO",Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
SW Dev Engineer 4,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
SaaS Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
SVP & Head: Research and Development,Research Analyst,85.5,fuzzy,Practitioner,Data End User
SVP - Enterprise AI,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
"Senior Associate - Community Relationship, Etcio & CISO, ETB2B",Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AI Agent Reliability Engineering,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Senior Associate Admin,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Associate Business Applications,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AI Business Strategist & AI Trainer,Senior Business Analyst,85.5,fuzzy,Practitioner,Data End User
Senior Associate Developer at SAS R&D SAS,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"AI Systems Architect, Founder",IT Systems Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Intelligence Engineered,Senior Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
Junior Design Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data Ops MIS & Intelligence Specialist,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Data Automation Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
Data Engineer - I,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Data Engineer - II,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Junior Embedded Firmware Engineer - L2,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Data Engineer and AI,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Deputy General Manager - IT,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Deputy General Manager-QA,General Manager Information Technology,85.5,fuzzy,Decision Maker,Information Decision Maker
Junior Engineer Firmware,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Deputy Manager (Corporate Strategy),Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Deep Learning Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Degine Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Department Head - Backend Technologies,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Data scientist,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Database Engineer Intern,Senior Oracle Database Administrator,85.5,fuzzy,Practitioner,Data End User
Decision Scientist,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Deep Learning Compiler Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Junior Manager - Marketing Design,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Associate,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Junior Odoo Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Senior Advisor,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Advisory Consultant,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Solution Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Security Officer,"Senior Manager, Information Technology Security",85.5,fuzzy,Decision Maker,Information Decision Maker
Security architecture,"Senior Manager, Information Technology Security",85.5,fuzzy,Decision Maker,Information Decision Maker
"Senior Consultant - AWS/GCP/Azure, Ddi/ipam (Vital QIP/Infoblox) and Kubernetes SRE",Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Consultant - Devops Services,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Consultant - Quality Analyst,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Conversational Bot Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Data & Power Platform Developer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Test Team Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Testing Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Technology Solutions Delivery Head,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Telecom Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Test Analyst,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Test Designer,Senior Product Designer,85.5,fuzzy,Practitioner,Product End User
Test Engineer III,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Test Hour Analyst,Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
Data Science Undergraduate,Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
Data Science and Business Intelligence,Business Support Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Data Scientist - 1,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Ionic Angular Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Data Scientist II - Growth and Pricing,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Data Scientist Intern,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Specialist Data and AI Engineer,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
Data Science Associate,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data Science Consultant,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data Science Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Data Science Senior Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Data Science Student,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Data Engineering Intern,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Data Engineering Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Data Management Team Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Data Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Cloud Developer (DevOps\SRE) Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Specialist Programmer,Senior Information Technology Specialist,85.5,fuzzy,Practitioner,Information End User
"Senior Chief Engineer (Head, Security Analysis)",Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Clinical Pharmacist | Quality,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Cloud Consultant,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Senior Associate Test Engineer and Automation,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"20K+connections, Lead Talent Acquisition- (Data & AI Recruiter)",Lead Database Administrator,85.5,fuzzy,Decision Maker,Information Decision Maker
AI Engineer(Applied Mech Eng),Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
AI Engneer Intern,AI Lead,85.5,fuzzy,Practitioner,Data End User
Senior Bioinformatics Engineer,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Data Anotation,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Dabase Resiliency Engineer,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
AI Growth Marketing Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
DGM - Infrastructure & Energy,Information Technology Infrastructure Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
DGM Corporate Quality & Compliance,Corporate IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
DGM Sr Architect Oss/bss - Product and Engineering - CCS,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
DGM-Head IT Security | Infra & SAP @ Century Plyboards (India) Ltd.,IT Infrastructure Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
DEPUTY MANAGER - SERVICE SALES,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
DGM - Corporate QA & R& D - New Delhi,Corporate IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
UI / UX Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
UI Designer,Senior Product Designer,85.5,fuzzy,Practitioner,Product End User
