Person Title,Person Buyer Segment
Product Manager - Wetsuits and Peak,Product Decision Maker
Senior Analyst,Technology End User
"Manager, Product",Product Decision Maker
Principal Engineer,Technology End User
Informatics Operator,Information End User
Crew,Junk/Invalid
DevOps Engineer,Technology End User
Engineering Lead,Technology End User
Tech Lead,Technology End User
Engineering Manager,Technology Decision Maker
Associate,Other End User
Optometrist,Other End User
Product Manager,Product Decision Maker
DevOps Manager,Technology End User
ASST. PROFESSOR,Industry LOB - Edu End User
Assistante Ceo,Operations End User
Application Developer,Technology End User
Cloud Engineer,Technology End User
Machine Learning Engineer,Technology End User
Software Engineer,Technology End User
Cloud Engineer,Technology End User
Senior Product Manager,Product End User
Talent Supply Chain Executive - Workforce Management,Other End User
Founder & Fullstack Engineer,Technology Executive
FOUNDER,Other Decision Maker
Technical support specialist,Technology End User
IT consultant,Information End User
Developer,Technology End User
Data Scientist,Data End User
Technical Lead,Technology End User
Associate Consultant,Other End User
Frontend Developer,Technology End User
Frontend Web Developer,Technology End User
Product Expert,Product End User
AI and IT Specialist,Technology End User
Junior Executive,Other End User
Marketing Director,Marketing Decision Maker
No designation,Junk/Invalid
Student - Master Of Computer Science,Technology End User
IT Operations Team Lead,Information End User
Product Manager,Product Decision Maker
Shree ram estate,Junk/Invalid
Senior Firmware Engineer,Other End User
SDE - 1,Technology End User
Senior Data Engineer,Technology End User
Software Developer / SQL Developer,Technology End User
Graphic Designer,Marketing End User
Senior Software Developer,Technology End User
Director / Production Support Specialist,Operations Decision Maker
Senior Manager (Projects and Operations),Operations Decision Maker
Senior Associate / Data Annotator,Data End User
Software Engineer,Technology End User
Lecturer,Industry LOB - Edu End User
System Engineer,Technology End User
Lead Software Engineer,Technology End User
Software Developer,Technology End User
ui/ux designer,Marketing End User
Sales Advisor,Sales End User
Senior Software Engineer for HANA Quality,Technology End User
Site Reliability Engineering,Technology End User
Project Manager,Other End User
Am - It / Human Resources Executive,Information Decision Maker
QA Engineer,Technology End User
Technical Lead - Product Development,Product End User
Software Engineer,Technology End User
Senior Service Engineer,Technology End User
Manager,Other End User
Senior Associate Quantitative Modeling,Data End User
Data Driven Insights Analyst,Data End User
Major Fill,Junk/Invalid
Analytics Deputy Manager,Data End User
Technology Lead - Growth,Marketing End User
Trainee,Industry LOB - Edu End User
Project Manager,Other End User
Lead Software Engineer,Technology End User
Associate Software Engineer,Technology End User
Data Scientist/ Data Engineer,Data End User
Unreal Engine Developer,Technology End User
Technical Cloud Associate,Technology End User
Digital Product Manager - Digital Transformation,Product Decision Maker
Senior Analyst,Technology End User
Software Engineer,Technology End User
Cloud Engineer,Technology End User
Senior Product Manager - Communications and Special Projects,Marketing Decision Maker
Developer,Technology End User
Frontend Web Developer,Technology End User
Technical Support,Technology End User
Data Engineer,Technology End User
Imagineer - Full Stack,Other End User
Software Engineer,Technology End User
Cyber Security Engineer,Security End User
Back End Developer,Technology End User
Acting Frontend Engineer Senior Officer,Technology Executive
Fresher,Other End User
NutriCraft “24/7 Protein,Junk/Invalid
Research Intern,Other End User
Chief Strategy Officer,Chief Executive
Analyst,Data End User
Senior Associate,Other End User
"Tech Business Analyst II, Government Digital Transformation (Strategy & Plans Office)",Industry LOB - Gov End User
"Software Engineer, Developer",Technology End User
Full Stack Developer,Technology End User
Associate,Other End User
Pega Lead Developer,Technology End User
SDE II,Other End User
Partner,Sales Decision Maker
Employer Installation Representative,Other End User
Consultant,Other End User
Full Stack Engineer,Technology End User
Independent Contractor,Other End User
Software Engineer,Technology End User
Partnership Experiences,Sales End User
Piping Engineer,Technology End User
Senior Data Engineer,Technology End User
Senior Product Manager,Product Decision Maker
Full Stack AI Engineer,Data End User
DEVELOPER,Technology End User
Junior Product Manager,Product Decision Maker
Product Manager,Product Decision Maker
Laser helper,Other End User
Senior Software Engineer,Technology End User
Business Technology Solutions Associate Consultant,Technology End User
Associate Professor,Industry LOB - Edu End User
Assistant System Engineer,Technology End User
QA,Operations End User
Data analyst/Business Intelligence Engineer I,Data End User
Chief Technology Director,Technology Decision Maker
Full Stack Developer,Technology End User
Software Developer,Technology End User
PRODUCT MANAGER,Product End User
Intern At Newtonai Technolgies,Technology End User
Senior Software developer,Technology End User
Implementation Analyst,Technology End User
Engineer,Technology End User
Founder,Other Executive
Cloud Service Operation Engineer - Managed Service Team,Operations Decision Maker
Corporate Social Responsibility Manager,Other End User
Data Scientist,Data End User
Product Manager,Product End User
Staff Nurse,Other End User
Team leader / Project Manager,Other End User
Software Engineer II,Technology End User
Java Backend Developer,Technology End User
Cloud Engineer,Technology End User
Engineer,Technology End User
Software Engineer,Technology End User
Senior  QA engineer,Operations End User
Deputy Director - Corporate Social Responsibility / Head - CSR,Other Decision Maker
Value Champion of CSR / HR Manager,Other End User
IT Customer Support,Information End User
Senior Technical Program Manager,Technology End User
Founder,Other Decision Maker
Senior Backend Developer,Technology End User
Founder,Other Decision Maker
Associate Director,Other Decision Maker
Senior Business Manager/Product Manager,Product Decision Maker
Software Engineer,Technology End User
Product Manager,Product Decision Maker
Quality Assurance engineer,Other End User
State Head,Other Decision Maker
Sr Excutive Resource management/Workforce Management Specialist,HR End User
Brand Manager //Senior Brand Manager,Marketing End User
Lead,Other End User
Designer,Other End User
Software Developer,Technology End User
Faculty,Other End User
"Senior Software Engineer, Mobile (iOS)",Technology End User
Frontend Web Developer,Technology End User
Cgd,Junk/Invalid
Air Assistant Manager,Information End User
DevOps Engineer,Technology End User
Senior Engineer,Technology End User
Backend Engineer,Technology End User
Product Manager,Product Decision Maker
PHP Programmer,Technology End User
Sr Engineer,Technology End User
Manager,Other End User
Sr Devops Engineer,Technology End User
Engineer,Technology End User
Senior Data Product Manager,Product Decision Maker
Product Manager,Product Decision Maker
Software Engineer,Technology End User
Developer,Technology End User
SmartPHD Mobile Apps,Junk/Invalid
Software Engineer - Application Specialist (Government Solutions),Technology End User
Senior/Lead Product Manager,Product Decision Maker
Founder,Other Decision Maker
Principal Software Engineer / Co Founder,Technology End User
머신 러닝 엔지니어,Data End User
Lead Software Engineer,Technology End User
Software Engineer,Technology End User
Software Engineer,Technology End User
Marketing Manager,Marketing End User
Data Analyst (Machine Learning & Quantitative Systems),Technology End User
Developer,Technology End User
Staff,Other End User
Senior DevOps Engineer,Technology End User
Software Developer,Technology End User
Product Manager,Product Decision Maker
